goods_code,frequency,code_length
237736218,3,9
234966615,3,9
238911526,3,9
230992774,3,9
232452515,3,9
238910847,3,9
237760388,3,9
238667154,3,9
238276275,3,9
237458400,3,9
236994275,3,9
238904442,3,9
235622341,3,9
231061540,3,9
240243887,3,9
238265658,3,9
231796412,3,9
238587095,3,9
238758392,3,9
240108939,3,9
238531205,3,9
238705803,3,9
238066419,3,9
238876135,3,9
238422012,3,9
239838681,3,9
237827093,3,9
234045052,3,9
236578666,3,9
238677811,3,9
238758382,3,9
238445757,3,9
237347143,3,9
238294383,3,9
233748854,3,9
239837100,3,9
238566315,3,9
239004040,3,9
240171729,3,9
238566315,3,9
237091047,3,9
238479718,3,9
237816477,3,9
235961703,3,9
231686165,3,9
240186266,3,9
239826120,3,9
240339014,3,9
238291300,3,9
237202359,3,9
239081803,3,9
234964319,3,9
239874808,3,9
231898344,3,9
232540512,3,9
236398771,3,9
239773251,3,9
234090855,3,9
238303399,3,9
237637475,3,9
240108601,3,9
237752566,3,9
231061540,3,9
231519597,3,9
236127624,3,9
237663562,3,9
239835961,3,9
233098362,3,9
234240477,3,9
238805529,3,9
238222167,3,9
238911547,3,9
238381046,3,9
236917884,3,9
237553893,3,9
237762509,3,9
238111834,3,9
236844279,3,9
236400089,3,9
238905675,3,9
238388331,3,9
240860693,3,9
240045625,3,9
236308331,3,9
238417526,3,9
238903910,3,9
236578715,3,9
238482015,3,9
237870450,3,9
238731697,3,9
240172088,3,9
239001420,3,9
238261977,3,9
233940306,3,9
238930087,3,9
234800787,3,9
237781835,3,9
238402696,3,9
236440325,3,9
238444468,3,9
234240495,3,9
238587198,3,9
235642312,3,9
238511777,3,9
237752088,3,9
239214776,3,9
238104236,3,9
238833500,3,9
238611433,3,9
238759635,3,9
231061541,3,9
238835456,3,9
237229228,3,9
237357212,3,9
237837538,3,9
238678453,3,9
240393831,3,9
238610686,3,9
236917863,3,9
239984292,3,9
238382604,3,9
238667169,3,9
236706293,3,9
240361547,3,9
238868057,3,9
239993666,3,9
237720850,3,9
239091996,3,9
236938429,3,9
233959671,3,9
237627610,3,9
239786668,3,9
237510045,3,9
233832915,3,9
237791222,3,9
238147815,3,9
236918073,3,9
237893065,3,9
238929834,3,9
238258117,3,9
236936640,3,9
238521638,3,9
230448461,3,9
238980927,3,9
238971266,3,9
234240461,3,9
236838899,3,9
231547837,3,9
236951916,3,9
238967219,3,9
240907440,3,9
239790707,3,9
238303387,3,9
240108857,3,9
233004587,3,9
236595024,3,9
237013543,3,9
238274137,3,9
238298190,3,9
237893060,3,9
238251473,3,9
238565910,3,9
240614915,3,9
234966524,3,9
238212008,3,9
238091639,3,9
238291791,3,9
240108578,3,9
237094336,3,9
238075176,3,9
234966526,3,9
238758396,3,9
240342735,3,9
238253565,3,9
236834904,3,9
238529118,3,9
237762466,3,9
238667160,3,9
236856308,3,9
238681678,3,9
239947233,3,9
237736387,3,9
237094318,3,9
234901615,3,9
240108607,3,9
240361554,3,9
238626625,3,9
238954074,3,9
238115763,3,9
237745857,3,9
238552344,3,9
239793276,3,9
238911039,3,9
236918114,3,9
239975309,3,9
237816497,3,9
236845386,3,9
238004068,3,9
238084886,3,9
234714323,3,9
DMS7682,3,7
238919084,3,9
238750907,3,9
239101598,3,9
239859337,3,9
236094311,3,9
240108580,3,9
236691444,3,9
233004711,3,9
236446380,3,9
232503893,3,9
238564048,3,9
231746234,3,9
239786679,3,9
238189300,3,9
239240665,3,9
236844276,3,9
240051994,3,9
238548325,3,9
239143086,3,9
240342745,3,9
239482915,3,9
238382858,3,9
238786708,3,9
237893073,3,9
239786755,3,9
239975316,3,9
239474667,3,9
234045128,3,9
238348063,3,9
234175516,3,9
237841892,3,9
238644567,3,9
238382597,3,9
238348978,3,9
237026532,3,9
238667169,3,9
237740056,3,9
240241801,3,9
240346939,3,9
238258121,3,9
231577379,3,9
238288192,3,9
240264908,3,9
237968529,3,9
238386262,3,9
240036922,3,9
236834905,3,9
240108576,3,9
240860358,3,9
240242358,3,9
240171241,3,9
238382017,3,9
238971266,3,9
237428570,3,9
238681164,3,9
238580884,3,9
236921429,3,9
237637427,3,9
232331220,3,9
237718695,3,9
239750031,3,9
238520973,3,9
239947835,3,9
237806834,3,9
238566314,3,9
236938409,3,9
237534329,3,9
239999362,3,9
238868177,3,9
235006318,3,9
238204655,3,9
238521736,3,9
236094349,3,9
239091990,3,9
238868055,3,9
236432869,3,9
237948441,3,9
239832777,3,9
239832775,3,9
238348037,3,9
238046700,3,9
239835927,3,9
240040970,3,9
238302373,3,9
238150003,3,9
237013321,3,9
238575992,3,9
240530688,3,9
238350306,3,9
238704354,3,9
237303009,3,9
238258073,3,9
238677673,3,9
238677670,3,9
238036810,3,9
238035539,3,9
237189788,3,9
237903049,3,9
232538318,3,9
237874608,3,9
239188660,3,9
236438658,3,9
238552344,3,9
233176623,3,9
239202838,3,9
238294144,3,9
237202443,3,9
234584005,3,9
236938439,3,9
232503912,3,9
236798919,3,9
230948672,3,9
240108939,3,9
239123266,3,9
238441484,3,9
238509648,3,9
238128213,3,9
238149383,3,9
238903990,3,9
237733981,3,9
239068843,3,9
240782337,3,9
238763462,3,9
237244177,3,9
240361530,3,9
238666314,3,9
238667173,3,9
238342939,3,9
233054811,3,9
237138268,3,9
233658532,3,9
233728741,3,9
234966529,3,9
238872008,3,9
233062977,3,9
233170363,3,9
237736219,3,9
235863650,3,9
238402669,3,9
238086443,3,9
238753160,3,9
237107368,3,9
237094430,3,9
238046655,3,9
237383445,3,9
238433274,3,9
237975105,3,9
236918144,3,9
233940309,3,9
237902106,3,9
237816544,3,9
233004717,3,9
238303382,3,9
238471014,3,9
230865136,3,9
239976877,3,9
234966618,3,9
231898344,3,9
240021492,3,9
237976246,3,9
237736232,3,9
237831832,3,9
238054123,3,9
236546863,3,9
238911551,3,9
238632499,3,9
239001420,3,9
234182471,3,9
238564044,3,9
238251441,3,9
239947835,3,9
240172087,3,9
235588509,3,9
237189829,3,9
237735968,3,9
238285615,3,9
237430158,3,9
237013543,3,9
238868203,3,9
238868186,3,9
239774045,3,9
232116517,3,9
236917902,3,9
239993666,3,9
238868218,3,9
239894492,3,9
238032349,3,9
239096607,3,9
237432820,3,9
239136942,3,9
240242866,3,9
238835486,3,9
238020678,3,9
237650527,3,9
237302364,3,9
239894491,3,9
239846972,3,9
238603810,3,9
240302940,3,9
237675445,3,9
238934468,3,9
239854856,3,9
238677671,3,9
238782819,3,9
237359254,3,9
239805397,3,9
237992814,3,9
237548908,3,9
238463702,3,9
238744409,3,9
240342753,3,9
237327995,3,9
238275065,3,9
238592778,3,9
237764644,3,9
237229984,3,9
240342801,3,9
236706299,3,9
236088617,3,9
240361434,3,9
237719186,3,9
240192740,3,9
237230121,3,9
238509647,3,9
233890661,3,9
238493560,3,9
239773249,3,9
239004731,3,9
237761155,3,9
239004041,3,9
239902348,3,9
238054128,3,9
239966785,3,9
239952620,3,9
238937589,3,9
232540511,3,9
237615917,3,9
239941168,3,9
240095107,3,9
238868205,3,9
238580214,3,9
238911685,3,9
239482909,3,9
237948441,3,9
236822056,3,9
238928184,3,9
240041001,3,9
236053892,3,9
236432822,3,9
238639098,3,9
236550342,3,9
232687031,3,9
240361486,3,9
236914497,3,9
239793327,3,9
238271149,3,9
239742801,3,9
238521766,3,9
238379935,3,9
239901214,3,9
238590609,3,9
234863571,3,9
238107026,3,9
236647881,3,9
237447326,3,9
233004587,3,9
238303417,3,9
240171231,3,9
238569386,3,9
234792708,3,9
238548310,3,9
238035523,3,9
237229985,3,9
239774087,3,9
240361418,3,9
238318890,3,9
237893061,3,9
238928184,3,9
238632521,3,9
239902337.0,3,11
240854761,3,9
240381163,3,9
238530014,3,9
239001492,3,9
238758026,3,9
238459176,3,9
240087882,3,9
238342939.0,3,11
238318159,3,9
239924124,3,9
239742817,3,9
236917894,3,9
239123042,3,9
238302379,3,9
238386297,3,9
237189671,3,9
239122905,3,9
240259410,3,9
238704360,3,9
239134720,3,9
237189849,3,9
239122968,3,9
236546870,3,9
237902109,3,9
238422732,3,9
240376606,3,9
238521769,3,9
239091976,3,9
237746995,3,9
232503901,3,9
240242337,3,9
236716374,3,9
238036811,3,9
239480669,3,9
240346952,3,9
239841888,3,9
237244553,3,9
238302383,3,9
239786759,3,9
238868063,3,9
240572743,3,9
238704361,3,9
238930195,3,9
239854853,3,9
237614333,3,9
238835485,3,9
238758017,3,9
237181497,3,9
237615911,3,9
238298195,3,9
237913728,3,9
239005079,3,9
237845505,3,9
239472846,3,9
237189697,3,9
237983909,3,9
232130710,3,9
237752047,3,9
239001541,3,9
236938433,3,9
232503912,3,9
236546862,3,9
238572154,3,9
235590390,3,9
239903526,3,9
239532665,3,9
237458002,3,9
237992833,3,9
231294766,3,9
238782725,3,9
233686494,3,9
237874625,3,9
239001398,3,9
236938430,3,9
233004777,3,9
239789128,3,9
240575989,3,9
239504674,3,9
234714694,3,9
239832793,3,9
239093360,3,9
238344185,3,9
238493556,3,9
236844280,3,9
237902122,3,9
239948260,3,9
238569705,3,9
238497892,3,9
238497966,3,9
240014896,3,9
238349181,3,9
238461689,3,9
238548308,3,9
238286393,3,9
241017997,3,9
238446859,3,9
237506233,3,9
234966610,3,9
238674946,3,9
239001412,3,9
237466825,3,9
238497866,3,9
238880390,3,9
238511846,3,9
239750025,3,9
237288138,3,9
238482066,3,9
238292721,3,9
238741687,3,9
240242853,3,9
238270988,3,9
236672206,3,9
238061235,3,9
239254679,3,9
238115753,3,9
240264778,3,9
234388060,3,9
239743868,3,9
239466661,3,9
237637476,3,9
240243961,3,9
238603809,3,9
236446382,3,9
238302377,3,9
236446379,3,9
237126881,3,9
238204313,3,9
240393822,3,9
238910690,3,9
239029635,3,9
239102737,3,9
238564048,3,9
238905830,3,9
236088645,3,9
237870418,3,9
238105681,3,9
237351127,3,9
240099191,3,9
238551246,3,9
231338457,3,9
237598056,3,9
239742696,3,9
236604754,3,9
236917891,3,9
238511851,3,9
232272857,3,9
236484420,3,9
238447780,3,9
238949566,3,9
239003110,3,9
237781833,3,9
238596460,3,9
236594905,3,9
233062971,3,9
237940163,3,9
236938427,3,9
233016787,3,9
237653278,3,9
238258113,3,9
238445789,3,9
240286834,3,9
237457794,3,9
237874677,3,9
237458368,3,9
238583713,3,9
238318199,3,9
236446892,3,9
238282002,3,9
239096614,3,9
238274146,3,9
240076679,3,9
237736031,3,9
236794522,3,9
238311440,3,9
237699518,3,9
236310489,3,9
237553490,3,9
235998594,3,9
238637484,3,9
238481294,3,9
240054666,3,9
238971554,3,9
237975104,3,9
238224527,3,9
234536319,3,9
238758511,3,9
240818875,3,9
234776632,3,9
239482906,3,9
238940040,3,9
236546877,3,9
237991730.0,3,11
239742796,3,9
234045057,3,9
236030606,3,9
238735592,3,9
238769516,3,9
238960282,3,9
236999133,3,9
239482910,3,9
238911184,3,9
239877316,3,9
237781337,3,9
238758041,3,9
238666322,3,9
239854854,3,9
238211727,3,9
237246557,3,9
237997382,3,9
238603810,3,9
240343081,3,9
237238854,3,9
240105383,3,9
238508819,3,9
237176541,3,9
238750559,3,9
239831376,3,9
238566314,3,9
239093361,3,9
231866604,3,9
237405608,3,9
238945473,3,9
240076674,3,9
233062973,3,9
234714689,3,9
238054116,3,9
239532663,3,9
238607365,3,9
239947833,3,9
238935215,3,9
238711442.0,3,11
238021184.0,2,11
237173559,2,9
230663362.0,2,11
234434111.0,2,11
238292720.0,2,11
239502824.0,2,11
233748844.0,2,11
236822449,2,9
239854851.0,2,11
238097390.0,2,11
234406828,2,9
234007074,2,9
238055458.0,2,11
238681259.0,2,11
230448461.0,2,11
234424488.0,2,11
237170011.0,2,11
234676734,2,9
238444193,2,9
237091065,2,9
237447310,2,9
233977624,2,9
237166920,2,9
239835931,2,9
237543621,2,9
230727607,2,9
237845529,2,9
237534304,2,9
238485721,2,9
238070146,2,9
240150578,2,9
239100824,2,9
237996294,2,9
239753455,2,9
239841887,2,9
238321888,2,9
237736321,2,9
230805709,2,9
237067839,2,9
238211982,2,9
232572494,2,9
238694013,2,9
238868443,2,9
238580887,2,9
237534326,2,9
238348034,2,9
238450308,2,9
238909887,2,9
238699634,2,9
239793384,2,9
238931169,2,9
238704822,2,9
237948317,2,9
238150001,2,9
237845533,2,9
236296308,2,9
238897449,2,9
239006696,2,9
234241393,2,9
240242451,2,9
238644567,2,9
238991289,2,9
240302936,2,9
238035523,2,9
238233795,2,9
239992263,2,9
236546765,2,9
234341181,2,9
237087739,2,9
237397623,2,9
239930890,2,9
233004831,2,9
233191976,2,9
237761626,2,9
234966605,2,9
238911774,2,9
238660207,2,9
238571449,2,9
240075470,2,9
234966610,2,9
237430157,2,9
239903570,2,9
238493540,2,9
236288319,2,9
236546879,2,9
237447282,2,9
231507285,2,9
237775776,2,9
238330268,2,9
237447278,2,9
237458385,2,9
240073157,2,9
233232640,2,9
238793743,2,9
237466894,2,9
238270635,2,9
237757071,2,9
236917959,2,9
236999175,2,9
235504601,2,9
231647905,2,9
238552352,2,9
231638919,2,9
238755789,2,9
239003067,2,9
232536662,2,9
239937952,2,9
239192678,2,9
236917952,2,9
238427762,2,9
236856288,2,9
237775209,2,9
232474708,2,9
240277781,2,9
240039423,2,9
236828165,2,9
238911597,2,9
237775720,2,9
238868391,2,9
238521631,2,9
238422733,2,9
238745475,2,9
231405827,2,9
238954081,2,9
239532667,2,9
238666323,2,9
238553114,2,9
239354665,2,9
237685796,2,9
239214773,2,9
239774044,2,9
238162053,2,9
236794510,2,9
240389226,2,9
238910455,2,9
237987362,2,9
237059662,2,9
237852282,2,9
234125048,2,9
238674728,2,9
237013415,2,9
238773671,2,9
238417511,2,9
238716351,2,9
239975347,2,9
238035529,2,9
238311445,2,9
237313582,2,9
239760191,2,9
230420034,2,9
237191788,2,9
234652415,2,9
237230121,2,9
240201746,2,9
236730210,2,9
238251486,2,9
238999505,2,9
238904343,2,9
238323533,2,9
238350437,2,9
238497863,2,9
236938413,2,9
239796773,2,9
236799843,2,9
238060956,2,9
239123199,2,9
236822504,2,9
238704439,2,9
237013426,2,9
237940157,2,9
239929879,2,9
239878407,2,9
238868420,2,9
238439689,2,9
238474746,2,9
238521768,2,9
238639086,2,9
238879335,2,9
234652391,2,9
233658510,2,9
237840377,2,9
237128528,2,9
237458438,2,9
238011718,2,9
238868054,2,9
237921851,2,9
238905795,2,9
238282099,2,9
238876213,2,9
235622314,2,9
237405993,2,9
238678454,2,9
237098601,2,9
238960256,2,9
239001431,2,9
240242861,2,9
240271223,2,9
238960378,2,9
231958689,2,9
237762786,2,9
238566303,2,9
234456762,2,9
238737517,2,9
237540321,2,9
234966521,2,9
238935238,2,9
237458432,2,9
238005351,2,9
238926225,2,9
231030171,2,9
239758294,2,9
239003066,2,9
233808383,2,9
237761645,2,9
237899940,2,9
235903476,2,9
238750977,2,9
240572740,2,9
238389016,2,9
238035524,2,9
234045014,2,9
238278430,2,9
238539174,2,9
239831692,2,9
238277216,2,9
1800,2,4
240242788,2,9
240818874,2,9
240393823,2,9
238245447,2,9
231237961,2,9
237244032,2,9
238348035,2,9
234240476,2,9
238563704,2,9
238588745,2,9
237997163,2,9
238979363,2,9
239981038,2,9
237534308,2,9
238274159,2,9
238863603,2,9
237088154,2,9
238506949,2,9
238200230,2,9
237992882,2,9
238063964,2,9
234141154,2,9
238954076,2,9
233971217,2,9
237215676,2,9
239750074,2,9
237458357,2,9
239081747,2,9
240243899,2,9
237717866,2,9
234125036,2,9
233984767,2,9
238508819,2,9
238617667,2,9
240975436,2,9
239774072,2,9
239873493,2,9
231431353,2,9
232868886,2,9
237720478,2,9
238470419,2,9
238246986,2,9
239742801,2,9
239396792,2,9
239837102,2,9
237406890,2,9
240361506,2,9
238274502,2,9
240064906,2,9
238086431,2,9
237189733,2,9
234558636,2,9
239966931,2,9
238019888,2,9
239230661,2,9
238414450,2,9
238329074,2,9
239096599,2,9
238683060,2,9
239970686,2,9
239334662,2,9
236695090,2,9
234036681,2,9
240000488,2,9
239832768,2,9
236591497,2,9
238937610,2,9
237721244,2,9
239894494,2,9
238905821,2,9
239027227,2,9
233170411,2,9
234447244,2,9
240361516,2,9
234045059,2,9
238265689,2,9
236895578,2,9
234045113,2,9
240077003,2,9
239100818,2,9
234715837,2,9
239783102,2,9
240108863,2,9
238298271,2,9
237458419,2,9
238576448,2,9
237762837,2,9
238086432,2,9
238446860,2,9
238839456,2,9
238046685,2,9
231622476,2,9
238944831,2,9
238200501,2,9
238937703,2,9
238905674,2,9
237094452,2,9
239820097,2,9
241016865,2,9
240293622,2,9
237770188,2,9
239854911,2,9
238588748,2,9
237805704,2,9
237499772,2,9
240300634,2,9
239484661,2,9
238384137,2,9
239993665,2,9
238511862,2,9
237985077,2,9
238517641,2,9
237735962,2,9
238265682,2,9
238918085,2,9
236088588,2,9
237495461,2,9
238203133,2,9
238551259,2,9
236799120,2,9
240361437,2,9
239013681,2,9
240361528,2,9
239120792,2,9
239019586,2,9
237615275,2,9
238945477,2,9
237663710,2,9
240075490,2,9
238472237,2,9
237596578,2,9
240243886,2,9
238610069,2,9
238967232,2,9
241009668,2,9
238061216,2,9
239854857,2,9
237233785,2,9
238666313,2,9
241030245,2,9
238590597,2,9
237534780,2,9
237643365,2,9
237757095,2,9
240293617,2,9
238267239,2,9
240344988,2,9
238360731,2,9
240242328,2,9
234964319,2,9
240243879,2,9
238212042,2,9
236537339,2,9
239889170,2,9
236917932,2,9
236695097,2,9
237808625,2,9
238960253,2,9
240575985,2,9
236088588,2,9
240083071,2,9
237627622,2,9
238935215,2,9
236917904,2,9
238787367,2,9
238534715,2,9
238581742,2,9
237331622,2,9
237655898,2,9
237997156,2,9
238548332,2,9
240222692,2,9
237499956,2,9
238303795,2,9
234045049,2,9
238667181,2,9
239901210,2,9
236917964,2,9
240300535,2,9
239780076,2,9
240154799,2,9
238919948,2,9
237660083,2,9
234044861,2,9
240271204,2,9
234966524,2,9
240010801,2,9
238931420,2,9
237685819,2,9
236563730,2,9
234710749,2,9
239790716,2,9
236066318,2,9
240343480,2,9
238903962,2,9
232614517,2,9
238511850,2,9
233658538,2,9
237094364,2,9
240176827,2,9
237628096,2,9
239081666,2,9
238200206,2,9
230404899,2,9
238733929,2,9
238715609,2,9
237822307,2,9
238054132,2,9
237464222,2,9
238605972,2,9
238253566,2,9
237637427,2,9
236822051,2,9
238906324,2,9
239842090,2,9
237770222,2,9
238729668,2,9
237332619,2,9
237968835,2,9
238587177,2,9
239082688,2,9
238348953,2,9
238653719,2,9
238224523,2,9
239802768,2,9
239482849,2,9
239316713,2,9
237516241,2,9
240575987,2,9
238439691,2,9
240343090,2,9
230727595,2,9
234266738,2,9
238388707,2,9
232309901,2,9
238054341,2,9
233176620,2,9
236999145,2,9
240242358,2,9
238312100,2,9
238919944,2,9
239993438,2,9
238573300,2,9
237219280,2,9
236691540,2,9
238759624,2,9
240361428,2,9
240393829,2,9
232452566,2,9
238971555,2,9
238897460,2,9
DMS8462,2,7
240013425,2,9
234964340,2,9
238825447,2,9
240317068,2,9
237013394,2,9
238667168,2,9
239780063,2,9
239001395,2,9
237235496,2,9
238082319,2,9
239948272,2,9
237701449,2,9
239769511,2,9
238677812,2,9
234413481,2,9
233376502,2,9
236139334,2,9
237123095,2,9
238704817,2,9
234268647,2,9
237701450,2,9
239801666,2,9
239760191,2,9
236594923,2,9
238996745,2,9
236410910,2,9
238759147,2,9
238270993,2,9
238701673,2,9
237565553,2,9
237031689,2,9
237684387,2,9
230483122,2,9
238904421,2,9
234224813,2,9
240277821,2,9
238865688,2,9
239883261,2,9
238629979,2,9
237321107,2,9
236594939,2,9
236918072,2,9
238667166,2,9
238869546,2,9
240171237,2,9
236881743,2,9
237627620,2,9
238348062,2,9
234090880,2,9
237984743,2,9
236691515,2,9
238614137,2,9
236604774,2,9
237816485,2,9
237618746,2,9
240051075,2,9
237687806,2,9
238513737,2,9
238759136,2,9
237718862,2,9
237246535,2,9
238282704,2,9
240104846,2,9
240243961,2,9
239001438,2,9
238278154,2,9
230751163,2,9
236794509,2,9
235924487,2,9
238450219,2,9
241017997,2,9
238601322,2,9
239472780,2,9
238703955,2,9
238521735,2,9
237458342,2,9
240381138,2,9
238753160,2,9
238228478,2,9
238450310,2,9
238201203,2,9
239522679,2,9
234295530,2,9
237522914,2,9
237676288,2,9
236812686,2,9
238704343,2,9
237487557,2,9
238868202,2,9
238977135,2,9
237534790,2,9
233940320,2,9
239460681,2,9
239096617,2,9
239096603,2,9
238674584,2,9
234964339,2,9
238398989,2,9
238573040,2,9
238399635,2,9
238548336,2,9
235622336,2,9
234045115,2,9
240387250,2,9
238674740,2,9
238934759,2,9
237087778,2,9
238743623,2,9
239198695,2,9
238954028,2,9
238055470,2,9
238511791,2,9
236799090,2,9
237948321,2,9
237269776,2,9
239948309,2,9
237618748,2,9
238511864,2,9
237331622,2,9
240615067,2,9
238380534,2,9
238629662,2,9
239001449,2,9
238225988,2,9
239991603,2,9
240099187,2,9
238991265,2,9
238574422,2,9
240008164,2,9
238548312,2,9
238403521,2,9
236938431,2,9
239993663,2,9
238617664,2,9
232442386,2,9
238947326,2,9
237740056,2,9
231647901,2,9
238227796,2,9
239980604,2,9
238872004,2,9
238909708,2,9
238733943,2,9
236691462,2,9
234652546,2,9
233153074,2,9
238577257,2,9
238868176,2,9
240951293,2,9
238667163,2,9
239781248,2,9
236679216,2,9
240951117,2,9
238307549,2,9
238365884,2,9
233054865,2,9
237845522,2,9
238459176,2,9
237752099,2,9
238497950,2,9
239765897,2,9
238422416,2,9
238954114,2,9
238211980,2,9
236951949,2,9
238211989,2,9
239472845,2,9
238348943,2,9
238204391,2,9
238815701,2,9
238759961,2,9
239999451,2,9
237447296,2,9
238703196,2,9
238889101,2,9
238960466,2,9
234710761,2,9
237288144,2,9
239482847,2,9
238980934,2,9
232442393,2,9
237961142,2,9
239975346,2,9
237447293,2,9
240031262,2,9
238298281,2,9
240361526,2,9
237627614,2,9
238282623,2,9
239112690,2,9
237553724,2,9
237845511,2,9
238253809,2,9
238228600,2,9
236921431,2,9
238709879,2,9
237202370,2,9
238330265,2,9
237233817,2,9
236690965,2,9
239163327,2,9
233832920,2,9
238931673,2,9
239776909,2,9
231248316,2,9
236646835,2,9
238204350,2,9
238521747,2,9
236550306,2,9
238319619,2,9
237406895,2,9
239142883,2,9
237992901,2,9
238733983,2,9
237920750,2,9
236938435,2,9
238601273,2,9
234964320,2,9
238591170,2,9
238945474,2,9
238564064,2,9
237625870,2,9
238298209,2,9
237196718,2,9
237573780,2,9
230404890,2,9
237718697,2,9
238590598,2,9
239530682,2,9
240342742,2,9
238543622,2,9
238265456,2,9
237126896,2,9
239841791,2,9
238911763,2,9
240171728,2,9
238000174,2,9
238245652,2,9
238303422,2,9
237637424,2,9
238271147,2,9
230401588,2,9
238381300,2,9
238086428,2,9
234125041,2,9
237642110,2,9
240076675,2,9
238298339,2,9
237995943,2,9
236346774,2,9
240108846,2,9
236938409,2,9
239390733,2,9
237446173,2,9
236586903,2,9
232436695,2,9
238524781,2,9
239975318,2,9
231274927,2,9
239988702,2,9
238369291,2,9
232116521,2,9
238105678,2,9
238455700,2,9
237298132,2,9
237991508,2,9
238905818,2,9
238521626,2,9
230410285,2,9
236578654,2,9
237351125,2,9
238491855,2,9
233748833,2,9
234141183,2,9
236598485,2,9
239929975,2,9
236280560,2,9
238491841,2,9
240277771,2,9
237899931,2,9
238954041,2,9
238381205,2,9
237219461,2,9
235150306,2,9
240293187,2,9
237405606,2,9
238711587,2,9
239081660,2,9
236917950,2,9
238016173,2,9
237736278,2,9
240192743,2,9
239941430,2,9
233940336,2,9
239230756,2,9
238891408,2,9
237847702,2,9
237141645,2,9
239716754,2,9
238906562,2,9
238919952,2,9
239081750,2,9
239004677,2,9
239797196,2,9
238577235,2,9
237984321,2,9
237569225,2,9
237479972,2,9
237126881,2,9
238572493,2,9
231136991,2,9
233971215,2,9
239835951,2,9
238644568,2,9
240361520,2,9
239760127,2,9
239936872,2,9
237510048,2,9
237901532,2,9
238298168,2,9
236691451,2,9
236918082,2,9
231958647,2,9
238940039,2,9
236938438,2,9
238574422,2,9
236917941,2,9
235452317,2,9
233004769,2,9
238793741,2,9
237808629,2,9
237619190,2,9
239472845,2,9
236963750,2,9
234776671,2,9
237246493,2,9
237992864,2,9
240135054,2,9
237244205,2,9
237534320,2,9
238539820,2,9
234182451,2,9
238744817,2,9
236917889,2,9
237516730,2,9
240016386,2,9
238912065,2,9
236938436,2,9
233658505,2,9
238989351,2,9
237679409,2,9
239206671,2,9
238911765,2,9
239842000,2,9
238281012,2,9
238000033,2,9
237189719,2,9
237080838,2,9
230486074,2,9
240272174,2,9
240108871,2,9
238075131,2,9
239874803,2,9
238533847,2,9
238933294,2,9
238909980,2,9
238865694,2,9
240361420,2,9
237246496,2,9
238253566,2,9
238458350,2,9
237573782,2,9
234156812,2,9
234908305,2,9
239538701,2,9
240108600,2,9
240293627,2,9
237818295,2,9
236053895,2,9
239990674,2,9
230944032,2,9
236902832,2,9
236484464,2,9
233136980,2,9
239091956,2,9
238744192,2,9
240387248,2,9
232536619,2,9
238368585,2,9
238262367,2,9
237189841,2,9
237233797,2,9
237432830,2,9
238675937,2,9
239230758,2,9
237762760,2,9
240171245,2,9
239786680,2,9
237902128,2,9
238668048,2,9
240300694,2,9
234714321,2,9
238591874,2,9
236823791,2,9
238911183,2,9
238055498,2,9
238298051,2,9
234901621,2,9
233971215,2,9
240242850,2,9
240300550,2,9
236921427,2,9
237476811,2,9
238030787,2,9
235942489,2,9
238446844,2,9
238413092,2,9
238370686,2,9
231520675,2,9
239783303,2,9
238493666,2,9
240100459,2,9
237244552,2,9
238931188,2,9
238632656,2,9
239797488,2,9
237940150,2,9
239024747,2,9
237080833,2,9
240051061,2,9
234436916,2,9
238089344,2,9
233704789,2,9
237756603,2,9
239081695,2,9
239948159,2,9
239948306,2,9
238835464,2,9
239941158,2,9
236045861,2,9
239013477,2,9
238723464,2,9
239975338,2,9
239750030,2,9
237563543,2,9
238666317,2,9
238497915,2,9
238386270,2,9
238534566,2,9
238548321,2,9
239714733,2,9
238204356,2,9
238972372,2,9
237987359,2,9
237489738,2,9
239975318,2,9
237230180,2,9
233892318,2,9
231238626,2,9
241094347,2,9
238229939,2,9
238050569,2,9
238674730,2,9
240171236,2,9
238911551,2,9
241016865,2,9
237781834,2,9
238298168,2,9
234456788,2,9
240857133,2,9
238212042,2,9
233071770,2,9
240243960,2,9
238587381,2,9
238927506,2,9
238000174,2,9
238869476,2,9
238046694,2,9
238906323,2,9
237013407,2,9
240286831,2,9
237166902,2,9
231622481,2,9
240624649,2,9
238681161,2,9
237992818,2,9
238729647,2,9
238302375,2,9
237235434,2,9
237676285,2,9
238924440,2,9
238262407,2,9
237667543,2,9
240838662,2,9
236823855,2,9
233004777,2,9
237736238,2,9
237933034,2,9
238427444,2,9
231577378,2,9
238348098,2,9
238224527,2,9
239214780,2,9
236674381,2,9
236951430,2,9
238348977,2,9
231634217,2,9
236094318,2,9
238704521,2,9
231578464,2,9
237699515,2,9
234045070,2,9
237270159,2,9
239835958,2,9
238906543,2,9
236918065,2,9
239396843,2,9
236917848,2,9
240242349,2,9
238591722,2,9
231905604,2,9
237503543,2,9
237594498,2,9
238580882,2,9
239854894,2,9
238613845,2,9
240243887,2,9
240243885,2,9
233971217,2,9
238868021,2,9
240217235,2,9
239796994,2,9
237413538,2,9
238274168,2,9
238552343,2,9
239760188,2,9
237961141,2,9
233004766,2,9
238298170,2,9
238704341,2,9
238759640,2,9
238744422,2,9
237461963,2,9
240361484,2,9
240268678,2,9
240177582,2,9
239873329,2,9
238607366,2,9
237171817,2,9
238607361,2,9
238548327,2,9
238479761,2,9
239883254,2,9
