ID,Nb_of_items,TOTAL_BASKET_VALUE,TOTAL_PRODUCTS,outlier_type
42800,1.0,2699.0,1.0,price
25487,6.0,3343.0,6.0,price
30248,1.0,2699.0,1.0,price
90178,1.0,2599.0,1.0,price
91045,2.0,2679.0,2.0,price
80716,2.0,3358.0,2.0,price
86914,2.0,3048.0,2.0,price
16680,2.0,3898.0,2.0,price
87975,1.0,5248.0,1.0,price
73581,2.0,2606.0,2.0,price
89978,3.0,4323.0,4.0,price
9844,2.0,4499.0,2.0,price
29715,3.0,3397.0,3.0,price
6183,8.0,3940.0,8.0,price
96137,2.0,2610.0,2.0,price
49052,1.0,2799.0,1.0,price
112680,2.0,2610.0,2.0,price
56218,1.0,2599.0,1.0,price
65673,1.0,3099.0,1.0,price
9947,9.0,6350.0,13.0,price
56540,1.0,2599.0,1.0,price
25251,1.0,7999.0,1.0,price
2838,5.0,3128.0,7.0,price
95022,3.0,4137.0,3.0,price
29918,3.0,5016.0,4.0,price
101212,2.0,3198.0,2.0,price
15603,1.0,3499.0,1.0,price
39966,2.0,8499.0,2.0,price
10433,2.0,2624.0,2.0,price
64217,2.0,3424.0,2.0,price
37611,17.0,3413.0,28.0,price
74301,1.0,2860.0,1.0,price
96753,1.0,2799.0,1.0,price
81724,1.0,2599.0,1.0,price
85612,1.0,2599.0,1.0,price
29914,3.0,2611.0,9.0,price
108832,2.0,3347.0,3.0,price
63416,1.0,3299.0,1.0,price
59515,1.0,2599.0,1.0,price
71671,1.0,3798.0,2.0,price
73300,2.0,2724.0,2.0,price
55924,3.0,2997.0,3.0,price
59612,11.0,2934.0,12.0,price
95959,3.0,2944.0,3.0,price
13974,2.0,2897.0,2.0,price
77687,1.0,2699.0,1.0,price
56991,1.0,2860.0,1.0,price
1385,2.0,3199.0,2.0,price
59393,4.0,3598.0,4.0,price
5759,3.0,2999.0,3.0,price
105735,1.0,2799.0,1.0,price
92996,2.0,2614.0,2.0,price
92881,2.0,2606.0,2.0,price
56381,2.0,3306.0,2.0,price
55660,3.0,2654.0,3.0,price
63867,1.0,3299.0,1.0,price
103162,1.0,3399.0,1.0,price
84095,3.0,3071.0,3.0,price
4721,2.0,2998.0,3.0,price
107583,2.0,3124.0,2.0,price
46484,2.0,2624.0,2.0,price
58979,1.0,3299.0,1.0,price
95205,2.0,4173.0,3.0,price
113532,12.0,2925.0,18.0,price
80129,2.0,2606.0,2.0,price
37178,3.0,8297.0,3.0,price
8177,3.0,2798.0,3.0,price
5429,3.0,2813.0,4.0,price
61852,2.0,2624.0,2.0,price
91549,1.0,2599.0,1.0,price
88544,3.0,2706.0,3.0,price
60549,2.0,2610.0,2.0,price
114500,7.0,2889.0,7.0,price
100326,1.0,2999.0,1.0,price
46538,4.0,4086.0,4.0,price
86005,2.0,5297.0,3.0,price
80243,2.0,2977.0,3.0,price
61151,1.0,3279.0,1.0,price
81987,2.0,2606.0,2.0,price
84299,2.0,3798.0,2.0,price
72116,2.0,2610.0,2.0,price
12286,3.0,2992.0,3.0,price
59148,1.0,2599.0,1.0,price
88546,1.0,2599.0,1.0,price
89084,3.0,3087.0,5.0,price
1542,2.0,3198.0,2.0,price
40427,2.0,2998.0,4.0,price
33003,2.0,3698.0,2.0,price
77454,2.0,3998.0,4.0,price
43391,3.0,2652.0,3.0,price
59536,3.0,3223.0,3.0,price
26474,4.0,2706.0,6.0,price
96301,3.0,2674.0,3.0,price
66975,2.0,2679.0,2.0,price
78448,2.0,3139.0,2.0,price
49435,3.0,3347.0,3.0,price
69952,2.0,2598.0,2.0,price
51307,1.0,3349.0,1.0,price
30698,2.0,2784.0,2.0,price
108883,3.0,3001.0,3.0,price
109611,3.0,4918.0,3.0,price
71972,2.0,3139.0,2.0,price
90676,2.0,4126.0,4.0,price
37033,1.0,3999.0,1.0,price
5650,3.0,2598.0,3.0,price
88366,3.0,3423.0,3.0,price
104826,3.0,3843.0,3.0,price
80083,1.0,3561.0,3.0,price
100336,1.0,2999.0,1.0,price
83267,2.0,2679.0,2.0,price
59401,2.0,2656.0,4.0,price
96152,6.0,3043.0,6.0,price
34522,6.0,2894.0,6.0,price
53557,2.0,3048.0,2.0,price
86329,2.0,3170.0,2.0,price
61459,2.0,3639.0,2.0,price
15865,3.0,3647.0,3.0,price
109341,6.0,3451.0,6.0,price
113104,1.0,2739.0,1.0,price
85994,5.0,4753.0,5.0,price
81705,3.0,3717.0,3.0,price
102343,2.0,4517.0,3.0,price
70916,2.0,2898.0,2.0,price
84791,2.0,2606.0,2.0,price
95674,5.0,3556.0,5.0,price
9823,3.0,2999.0,3.0,price
40453,2.0,4898.0,2.0,price
78549,4.0,4547.0,5.0,price
56019,2.0,2679.0,2.0,price
106503,12.0,3423.0,15.0,price
75863,12.0,5917.0,14.0,price
108729,4.0,3417.0,4.0,price
22990,1.0,3499.0,1.0,price
80991,5.0,3134.0,5.0,price
112534,2.0,3039.0,2.0,price
113343,1.0,4598.0,2.0,price
61540,2.0,2606.0,2.0,price
83513,1.0,2999.0,1.0,price
80240,1.0,2599.0,1.0,price
106077,1.0,3698.0,2.0,price
35469,1.0,5998.0,2.0,price
90359,2.0,2719.0,2.0,price
60318,2.0,2610.0,2.0,price
62239,2.0,4139.0,2.0,price
10769,2.0,2758.0,3.0,price
73025,2.0,2610.0,2.0,price
78068,2.0,2678.0,2.0,price
2898,4.0,2650.0,4.0,price
77912,1.0,2799.0,1.0,price
15517,2.0,3319.0,2.0,price
86779,1.0,2599.0,1.0,price
37132,6.0,5270.0,10.0,price
3100,3.0,3478.0,3.0,price
22811,1.0,3599.0,1.0,price
110710,2.0,2619.0,2.0,price
37127,3.0,2597.0,3.0,price
16437,1.0,2798.0,2.0,price
63415,2.0,3379.0,2.0,price
77708,2.0,3024.0,2.0,price
11068,2.0,4998.0,2.0,price
19812,3.0,3333.0,3.0,price
109742,3.0,4697.0,3.0,price
64123,7.0,3198.0,8.0,price
18173,2.0,2898.0,2.0,price
58864,6.0,4095.0,6.0,price
75898,1.0,2799.0,1.0,price
67311,2.0,2610.0,2.0,price
65144,1.0,2999.0,1.0,price
111299,1.0,2599.0,1.0,price
96160,9.0,2680.0,10.0,price
83220,1.0,2599.0,1.0,price
78800,2.0,2905.0,3.0,price
20453,6.0,3604.0,6.0,price
25075,1.0,3079.0,1.0,price
75764,1.0,2999.0,1.0,price
36936,1.0,3699.0,1.0,price
67983,2.0,4398.0,2.0,price
26066,1.0,3499.0,1.0,price
101273,2.0,3000.0,2.0,price
99197,5.0,3172.0,5.0,price
96708,3.0,3437.0,3.0,price
59653,10.0,3285.0,10.0,price
112074,2.0,2598.0,2.0,price
10027,2.0,2598.0,3.0,price
53600,2.0,4149.0,2.0,price
41097,1.0,2999.0,1.0,price
83610,5.0,2931.0,5.0,price
43107,3.0,3177.0,3.0,price
38654,5.0,4213.0,5.0,price
16271,3.0,2823.0,3.0,price
66120,1.0,9999.0,1.0,price
25883,10.0,3069.0,13.0,price
110990,1.0,2799.0,1.0,price
90228,1.0,2999.0,1.0,price
110669,2.0,4481.0,3.0,price
24669,4.0,2653.0,4.0,price
12653,4.0,2746.0,5.0,price
8251,5.0,3082.0,6.0,price
63412,2.0,3310.0,2.0,price
44333,2.0,3424.0,2.0,price
72093,3.0,3170.0,3.0,price
20508,2.0,2749.0,2.0,price
73983,2.0,2606.0,2.0,price
103744,4.0,2972.0,4.0,price
85307,1.0,2599.0,1.0,price
34622,2.0,3219.0,2.0,price
101641,2.0,3148.0,2.0,price
93234,3.0,3159.0,3.0,price
29622,1.0,2699.0,1.0,price
108600,3.0,3117.0,3.0,price
59560,1.0,2599.0,1.0,price
105095,8.0,3030.0,9.0,price
110511,6.0,3448.0,7.0,price
46302,2.0,3498.0,2.0,price
43040,3.0,3839.0,3.0,price
50140,2.0,4848.0,2.0,price
55856,3.0,3264.0,3.0,price
67072,2.0,3019.0,2.0,price
81679,2.0,2610.0,2.0,price
51073,2.0,2698.0,2.0,price
94572,2.0,2602.0,2.0,price
18876,1.0,2699.0,1.0,price
59369,3.0,3018.0,3.0,price
84371,1.0,2599.0,1.0,price
12908,2.0,2879.0,2.0,price
11580,2.0,3999.0,2.0,price
9050,3.0,3598.0,5.0,price
5321,3.0,2599.0,3.0,price
111439,2.0,4098.0,2.0,price
5724,4.0,3497.0,4.0,price
20385,2.0,4010.0,2.0,price
111065,1.0,2595.0,1.0,price
92879,3.0,2661.0,3.0,price
35636,2.0,4639.0,2.0,price
26611,1.0,5999.0,1.0,price
54613,1.0,7699.0,1.0,price
65537,1.0,2999.0,1.0,price
91679,1.0,2599.0,1.0,price
107803,1.0,2659.0,1.0,price
17472,2.0,2879.0,2.0,price
10903,3.0,3198.0,3.0,price
70176,1.0,3412.0,1.0,price
18441,2.0,2699.0,2.0,price
41717,2.0,3498.0,2.0,price
65225,3.0,2622.0,4.0,price
28041,1.0,2599.0,1.0,price
10596,2.0,2598.0,3.0,price
106143,3.0,3057.0,3.0,price
32069,2.0,3124.0,2.0,price
90416,3.0,3096.0,4.0,price
84865,2.0,2606.0,2.0,price
104809,1.0,2889.0,1.0,price
62273,1.0,2799.0,1.0,price
49237,2.0,3338.0,2.0,price
40983,3.0,3656.0,6.0,price
101078,2.0,3228.0,2.0,price
79962,2.0,2606.0,2.0,price
64994,3.0,3264.0,3.0,price
39371,2.0,4019.0,2.0,price
97008,3.0,2959.0,3.0,price
79831,1.0,2599.0,1.0,price
56032,4.0,3370.0,4.0,price
12516,1.0,2899.0,1.0,price
85445,2.0,3838.0,2.0,price
63915,2.0,2819.0,2.0,price
56257,1.0,2599.0,1.0,price
79384,2.0,3349.0,2.0,price
33004,4.0,3101.0,7.0,price
14674,1.0,2639.0,1.0,price
84817,2.0,2679.0,2.0,price
81021,1.0,2675.0,1.0,price
41098,1.0,2999.0,1.0,price
46922,1.0,2699.0,1.0,price
41225,2.0,4799.0,2.0,price
56249,2.0,3148.0,2.0,price
102897,2.0,2602.0,2.0,price
76536,2.0,2728.0,2.0,price
78752,1.0,2599.0,1.0,price
60718,3.0,4824.0,3.0,price
82680,1.0,2899.0,1.0,price
62799,2.0,3787.0,2.0,price
10446,3.0,2678.0,3.0,price
8306,4.0,2892.0,4.0,price
111525,3.0,2735.0,3.0,price
100370,1.0,2595.0,1.0,price
56915,1.0,3090.0,1.0,price
10491,4.0,4397.0,4.0,price
112867,1.0,2799.0,1.0,price
113472,1.0,2889.0,1.0,price
5142,2.0,3149.0,3.0,price
62048,2.0,3439.0,2.0,price
85508,2.0,2606.0,2.0,price
16706,3.0,7296.0,4.0,price
49111,2.0,2947.0,3.0,price
76968,2.0,2939.0,2.0,price
56308,2.0,2679.0,2.0,price
10780,2.0,2719.0,2.0,price
62042,5.0,2685.0,5.0,price
2903,2.0,2699.0,2.0,price
83424,1.0,5198.0,2.0,price
6871,3.0,3012.0,3.0,price
81638,1.0,2799.0,1.0,price
20244,8.0,3012.0,11.0,price
63823,2.0,3148.0,2.0,price
91945,2.0,2679.0,2.0,price
110619,1.0,2599.0,1.0,price
78743,1.0,2999.0,1.0,price
40752,3.0,2615.0,3.0,price
104269,1.0,2599.0,1.0,price
80196,2.0,2606.0,2.0,price
65472,1.0,2999.0,1.0,price
20257,2.0,3197.0,3.0,price
21606,2.0,3798.0,2.0,price
55885,2.0,2606.0,2.0,price
107010,4.0,2763.0,4.0,price
15049,1.0,3499.0,1.0,price
79307,2.0,2606.0,2.0,price
62241,1.0,2599.0,1.0,price
112450,1.0,2599.0,1.0,price
114792,3.0,5987.0,3.0,price
38073,6.0,3175.0,7.0,price
52901,1.0,2799.0,1.0,price
76541,8.0,2972.0,8.0,price
22207,1.0,3849.0,1.0,price
6875,3.0,3012.0,3.0,price
106776,4.0,5763.0,4.0,price
115323,2.0,2690.0,2.0,price
27770,1.0,3798.0,2.0,price
65046,2.0,2849.0,2.0,price
81184,1.0,2599.0,1.0,price
81275,3.0,2686.0,3.0,price
115670,1.0,2699.0,1.0,price
26026,2.0,2798.0,2.0,price
32372,2.0,2924.0,2.0,price
83560,1.0,2599.0,1.0,price
41415,3.0,2615.0,3.0,price
18313,2.0,2714.0,2.0,price
69873,2.0,2898.0,2.0,price
112721,2.0,3797.0,3.0,price
96187,2.0,2610.0,2.0,price
6531,6.0,2695.0,6.0,price
6647,11.0,3341.0,15.0,price
101218,2.0,3682.0,2.0,price
95211,2.0,2844.0,2.0,price
73100,4.0,2756.0,4.0,price
109248,1.0,2639.0,1.0,price
100648,1.0,2595.0,1.0,price
23244,1.0,2999.0,1.0,price
64111,2.0,3148.0,2.0,price
3669,20.0,3965.0,23.0,price
107179,1.0,2899.0,1.0,price
15972,2.0,3339.0,2.0,price
83216,1.0,2599.0,1.0,price
97703,4.0,3446.0,4.0,price
82888,1.0,2599.0,1.0,price
10616,2.0,2799.0,2.0,price
58243,2.0,2679.0,2.0,price
50759,3.0,3094.0,3.0,price
105125,2.0,2738.0,2.0,price
67530,3.0,2857.0,3.0,price
112826,2.0,2718.0,2.0,price
103001,1.0,2999.0,1.0,price
45845,1.0,2799.0,1.0,price
40535,17.0,5456.0,21.0,price
11749,21.0,6572.0,22.0,price
20674,3.0,4573.0,3.0,price
56163,2.0,2633.0,3.0,price
97653,2.0,4974.0,2.0,price
114737,2.0,3024.0,2.0,price
51052,4.0,7779.0,4.0,price
112572,1.0,2599.0,1.0,price
13094,2.0,2999.0,2.0,price
83947,2.0,2606.0,2.0,price
103582,5.0,3319.0,5.0,price
68096,2.0,2699.0,2.0,price
103532,2.0,3139.0,2.0,price
93061,1.0,2999.0,1.0,price
77473,2.0,5519.0,2.0,price
89416,2.0,3939.0,2.0,price
49258,1.0,4499.0,1.0,price
76298,2.0,2679.0,2.0,price
5620,4.0,3197.0,4.0,price
101961,3.0,2667.0,3.0,price
46668,6.0,2715.0,7.0,price
8021,4.0,3183.0,4.0,price
95867,2.0,2602.0,2.0,price
31679,1.0,2699.0,1.0,price
62197,2.0,2639.0,2.0,price
113711,2.0,5047.0,3.0,price
79702,1.0,2599.0,1.0,price
22043,4.0,2879.0,6.0,price
40074,2.0,3498.0,2.0,price
96311,2.0,2928.0,2.0,price
100906,2.0,2939.0,2.0,price
63780,1.0,3749.0,1.0,price
51227,2.0,3519.0,2.0,price
78449,2.0,3139.0,2.0,price
66415,1.0,2999.0,1.0,price
10074,2.0,2799.0,2.0,price
82132,7.0,4946.0,9.0,price
113831,4.0,3755.0,4.0,price
16217,4.0,3614.0,6.0,price
5148,14.0,4871.0,15.0,price
32772,11.0,2603.0,29.0,price
64843,3.0,2797.0,3.0,price
92312,5.0,2890.0,5.0,price
103539,1.0,14999.0,1.0,price
66245,1.0,3099.0,1.0,price
20329,2.0,2839.0,2.0,price
79591,1.0,2599.0,1.0,price
32637,1.0,5351.0,1.0,price
55915,1.0,2599.0,1.0,price
102396,2.0,5139.0,2.0,price
87004,5.0,7356.0,6.0,price
109727,1.0,2649.0,1.0,price
77068,1.0,3199.0,1.0,price
43174,1.0,3199.0,1.0,price
62555,1.0,2860.0,1.0,price
64798,1.0,2999.0,1.0,price
111851,2.0,3148.0,2.0,price
28918,2.0,3699.0,2.0,price
96539,3.0,3596.0,4.0,price
61566,2.0,3999.0,2.0,price
94480,1.0,2599.0,1.0,price
87349,4.0,2701.0,4.0,price
31684,2.0,3498.0,2.0,price
51180,5.0,6641.0,5.0,price
94376,1.0,2599.0,1.0,price
74924,2.0,4139.0,2.0,price
76325,10.0,5116.0,14.0,price
84930,2.0,3306.0,2.0,price
93895,4.0,5184.0,4.0,price
77584,1.0,3299.0,1.0,price
46091,12.0,3925.0,18.0,price
99800,2.0,3799.0,2.0,price
1417,1.0,6798.0,1.0,price
50723,2.0,5519.0,2.0,price
94511,1.0,2599.0,1.0,price
2832,3.0,2698.0,3.0,price
85923,1.0,2599.0,1.0,price
93580,1.0,3798.0,2.0,price
177,2.0,3924.0,2.0,price
6432,2.0,3499.0,2.0,price
58618,5.0,3238.0,7.0,price
2345,4.0,2659.0,4.0,price
58715,7.0,5254.0,8.0,price
784,1.0,2797.0,1.0,price
13409,2.0,2718.0,2.0,price
17924,17.0,6575.0,17.0,price
111552,1.0,2599.0,1.0,price
25244,1.0,3499.0,1.0,price
100020,2.0,4006.0,2.0,price
46664,2.0,2999.0,2.0,price
66215,1.0,2799.0,1.0,price
86000,3.0,3297.0,3.0,price
112172,1.0,2599.0,1.0,price
65068,8.0,3050.0,12.0,price
41099,1.0,3999.0,1.0,price
95666,2.0,3623.0,2.0,price
81231,3.0,2744.0,3.0,price
54481,3.0,3607.0,3.0,price
21037,2.0,2698.0,2.0,price
77330,1.0,2599.0,1.0,price
14288,1.0,3499.0,1.0,price
86135,3.0,2865.0,5.0,price
8078,5.0,2740.0,5.0,price
32436,3.0,4397.0,3.0,price
92204,3.0,2694.0,3.0,price
37246,1.0,2999.0,1.0,price
106150,10.0,5662.0,10.0,price
73975,2.0,2606.0,2.0,price
81853,3.0,2635.0,3.0,price
89557,2.0,4498.0,2.0,price
6877,2.0,3012.0,2.0,price
86641,1.0,2599.0,1.0,price
83816,3.0,3677.0,3.0,price
35090,2.0,2898.0,2.0,price
112844,1.0,9549.0,1.0,price
106728,1.0,3565.0,1.0,price
41846,2.0,2998.0,2.0,price
12480,3.0,4197.0,3.0,price
53799,3.0,2627.0,3.0,price
71738,2.0,2924.0,2.0,price
28318,12.0,3461.0,15.0,price
58252,1.0,2599.0,1.0,price
41577,2.0,5424.0,2.0,price
42684,2.0,4573.0,3.0,price
74081,3.0,2686.0,3.0,price
115546,23.0,3718.0,28.0,price
5995,2.0,2999.0,2.0,price
103836,1.0,4049.0,1.0,price
40802,1.0,3699.0,1.0,price
97524,2.0,3030.0,2.0,price
106178,2.0,3009.0,3.0,price
49368,3.0,2883.0,5.0,price
114722,1.0,2839.0,1.0,price
21436,4.0,2942.0,6.0,price
102459,1.0,2998.0,2.0,price
18429,4.0,3946.0,5.0,price
25586,1.0,2798.0,2.0,price
115579,27.0,2656.0,27.0,price
110231,2.0,4447.0,3.0,price
48928,3.0,3005.0,3.0,price
57413,1.0,4999.0,1.0,price
43469,2.0,4012.0,2.0,price
72582,2.0,2698.0,2.0,price
102355,5.0,4876.0,5.0,price
84934,1.0,3299.0,1.0,price
115124,1.0,3999.0,1.0,price
98127,2.0,3104.0,2.0,price
66198,3.0,4164.0,3.0,price
53737,4.0,2643.0,4.0,price
65510,2.0,3139.0,2.0,price
21768,3.0,2817.0,3.0,price
63441,1.0,3299.0,1.0,price
56643,2.0,2606.0,2.0,price
10450,3.0,4348.0,3.0,price
102238,2.0,2750.0,2.0,price
65113,1.0,3799.0,1.0,price
64460,3.0,4897.0,3.0,price
64621,5.0,2617.0,5.0,price
94695,2.0,2602.0,2.0,price
74364,2.0,4158.0,2.0,price
22534,4.0,5738.0,4.0,price
98387,2.0,3189.0,3.0,price
56410,1.0,2712.0,8.0,price
78020,2.0,2739.0,2.0,price
89429,1.0,2999.0,1.0,price
26548,7.0,4385.0,7.0,price
113718,2.0,4278.0,2.0,price
52953,2.0,3118.0,2.0,price
78115,1.0,2849.0,1.0,price
25706,2.0,3044.0,2.0,price
76757,2.0,3209.0,3.0,price
47194,2.0,3130.0,2.0,price
6471,3.0,2737.0,3.0,price
63582,2.0,3639.0,2.0,price
65300,2.0,6097.0,3.0,price
79469,2.0,2610.0,2.0,price
63383,1.0,3299.0,1.0,price
80630,2.0,2609.0,2.0,price
49703,2.0,3639.0,2.0,price
94077,2.0,2606.0,2.0,price
14443,1.0,3199.0,1.0,price
19233,2.0,3549.0,2.0,price
17649,2.0,3198.0,2.0,price
114259,40.0,2593.0,32.0,price
28420,4.0,2897.0,4.0,price
44422,3.0,3310.0,3.0,price
111275,2.0,2697.0,6.0,price
23612,3.0,3023.0,3.0,price
19757,2.0,2999.0,2.0,price
88595,1.0,2599.0,1.0,price
50471,1.0,3380.0,2.0,price
36956,4.0,2897.0,4.0,price
54976,1.0,2799.0,1.0,price
58858,2.0,2633.0,3.0,price
105390,1.0,2598.0,2.0,price
87562,1.0,6297.0,3.0,price
67972,1.0,2599.0,1.0,price
25140,2.0,2799.0,2.0,price
22452,2.0,4044.0,2.0,price
75599,3.0,3078.0,3.0,price
85838,3.0,2795.0,3.0,price
113244,2.0,3398.0,2.0,price
18950,2.0,2798.0,2.0,price
101365,1.0,6895.0,1.0,price
56450,2.0,2606.0,2.0,price
61400,1.0,2599.0,1.0,price
91952,1.0,2599.0,1.0,price
49354,2.0,2924.0,2.0,price
20767,2.0,3085.0,3.0,price
74527,2.0,4014.0,2.0,price
53352,2.0,3624.0,2.0,price
27415,3.0,3852.0,3.0,price
76220,1.0,2799.0,1.0,price
81603,4.0,2727.0,4.0,price
32105,2.0,2798.0,2.0,price
37464,1.0,5999.0,1.0,price
104472,4.0,3087.0,4.0,price
36100,1.0,3199.0,1.0,price
30823,2.0,2785.0,3.0,price
18197,2.0,4297.0,3.0,price
98074,5.0,2595.0,8.0,price
20262,5.0,3996.0,5.0,price
33239,2.0,2998.0,2.0,price
90018,1.0,2599.0,1.0,price
6032,2.0,7399.0,2.0,price
92057,2.0,2679.0,2.0,price
87424,2.0,2606.0,2.0,price
12851,3.0,3398.0,3.0,price
47670,3.0,2956.0,3.0,price
96005,2.0,6698.0,2.0,price
82583,2.0,2606.0,2.0,price
24765,3.0,2847.0,3.0,price
88465,2.0,2998.0,2.0,price
52396,2.0,3339.0,2.0,price
40458,2.0,2839.0,2.0,price
94145,2.0,2606.0,2.0,price
100910,7.0,3527.0,8.0,price
100735,1.0,2799.0,1.0,price
81283,2.0,2606.0,2.0,price
88429,2.0,3012.0,2.0,price
64690,2.0,3524.0,2.0,price
40881,3.0,5359.0,3.0,price
111655,3.0,2690.0,3.0,price
4418,8.0,3933.0,8.0,price
33825,5.0,3283.0,6.0,price
48235,1.0,2999.0,1.0,price
115343,4.0,3135.0,5.0,price
58638,2.0,3448.0,2.0,price
65862,1.0,2860.0,1.0,price
87414,5.0,5562.0,10.0,price
83941,2.0,3119.0,2.0,price
28238,1.0,4198.0,2.0,price
6958,4.0,5016.0,4.0,price
64823,3.0,5947.0,3.0,price
103526,8.0,3348.0,8.0,price
79858,2.0,2591.0,2.0,price
81298,2.0,2606.0,2.0,price
41345,2.0,4398.0,2.0,price
86574,3.0,3057.0,3.0,price
84921,2.0,3306.0,2.0,price
30523,1.0,2999.0,1.0,price
93377,1.0,8999.0,1.0,price
86325,1.0,2599.0,1.0,price
102965,1.0,11499.0,1.0,price
93432,1.0,2889.0,1.0,price
92524,2.0,3139.0,2.0,price
61649,1.0,2599.0,1.0,price
83940,1.0,2599.0,1.0,price
58153,1.0,2599.0,1.0,price
74860,2.0,2924.0,2.0,price
101057,2.0,2606.0,2.0,price
20147,2.0,3339.0,2.0,price
23593,1.0,2699.0,1.0,price
77422,1.0,2799.0,1.0,price
52171,1.0,6499.0,1.0,price
2717,2.0,2798.0,3.0,price
11510,2.0,2797.0,2.0,price
75877,1.0,2639.0,1.0,price
83111,1.0,5489.0,1.0,price
72233,20.0,2796.0,22.0,price
42335,3.0,2873.0,3.0,price
31611,1.0,4499.0,1.0,price
25959,4.0,4122.0,4.0,price
110352,1.0,2599.0,1.0,price
106119,1.0,2599.0,1.0,price
79161,2.0,3306.0,2.0,price
1593,2.0,2849.0,2.0,price
90580,8.0,3038.0,11.0,price
6252,3.0,3305.0,3.0,price
6755,10.0,4123.0,24.0,price
85326,1.0,2599.0,1.0,price
75824,2.0,2948.0,2.0,price
68484,2.0,3048.0,2.0,price
29245,1.0,2599.0,1.0,price
70322,2.0,2719.0,2.0,price
112294,1.0,2795.0,1.0,price
36474,2.0,2819.0,2.0,price
75364,2.0,3448.0,2.0,price
89242,2.0,2644.0,2.0,price
102597,1.0,2999.0,1.0,price
81341,2.0,2674.0,2.0,price
24281,2.0,2624.0,2.0,price
64772,3.0,2897.0,3.0,price
56395,2.0,2606.0,2.0,price
48268,35.0,3098.0,27.0,price
80024,1.0,2599.0,1.0,price
42172,2.0,2839.0,2.0,price
23120,2.0,3798.0,2.0,price
68577,1.0,2599.0,1.0,price
83814,2.0,3118.0,2.0,price
30747,7.0,2646.0,7.0,price
102986,1.0,2999.0,1.0,price
45053,2.0,3424.0,2.0,price
94091,2.0,4467.0,3.0,price
112594,1.0,2795.0,1.0,price
58944,2.0,2679.0,2.0,price
58800,1.0,2599.0,1.0,price
106296,2.0,3967.0,2.0,price
8465,4.0,4567.0,4.0,price
60625,4.0,3204.0,6.0,price
97256,2.0,2998.0,2.0,price
94080,1.0,2599.0,1.0,price
106327,1.0,2699.0,1.0,price
56331,1.0,3199.0,1.0,price
55405,2.0,4499.0,2.0,price
58693,1.0,2599.0,1.0,price
39838,5.0,4696.0,14.0,price
98971,3.0,3697.0,3.0,price
2904,2.0,2798.0,2.0,price
27363,2.0,2812.0,2.0,price
93150,4.0,3196.0,4.0,price
38639,2.0,3048.0,2.0,price
5648,2.0,3549.0,2.0,price
112323,3.0,3542.0,3.0,price
71711,2.0,2606.0,2.0,price
2737,2.0,2699.0,2.0,price
93599,9.0,3094.0,12.0,price
110112,1.0,2899.0,1.0,price
57008,3.0,3259.0,9.0,price
88374,1.0,3798.0,2.0,price
53237,1.0,2798.0,2.0,price
33423,3.0,3123.0,3.0,price
14083,3.0,3973.0,3.0,price
81134,2.0,2606.0,2.0,price
85289,1.0,2599.0,1.0,price
108536,1.0,2699.0,1.0,price
68414,2.0,3144.0,2.0,price
9384,2.0,2599.0,2.0,price
87447,1.0,2599.0,1.0,price
58197,3.0,2690.0,3.0,price
95264,4.0,2649.0,4.0,price
28534,2.0,3104.0,2.0,price
6878,2.0,3012.0,2.0,price
99577,7.0,4491.0,7.0,price
74086,10.0,4636.0,10.0,price
56168,3.0,2686.0,3.0,price
9944,2.0,4940.0,3.0,price
56783,1.0,2599.0,1.0,price
25935,4.0,2597.0,4.0,price
103879,1.0,2599.0,1.0,price
45201,3.0,3298.0,3.0,price
21598,2.0,2744.0,2.0,price
109851,1.0,2899.0,1.0,price
66570,2.0,3999.0,2.0,price
66154,1.0,2650.0,1.0,price
112416,1.0,2699.0,1.0,price
69628,2.0,4805.0,3.0,price
112046,1.0,2599.0,1.0,price
68665,2.0,2606.0,2.0,price
48481,2.0,2798.0,2.0,price
10280,2.0,3199.0,2.0,price
82798,1.0,2599.0,1.0,price
8643,4.0,3878.0,4.0,price
50865,2.0,2849.0,2.0,price
101124,2.0,3659.0,2.0,price
59416,1.0,2599.0,1.0,price
105391,1.0,2595.0,1.0,price
4748,2.0,3298.0,3.0,price
14574,1.0,2899.0,1.0,price
113769,5.0,3798.0,10.0,price
68265,8.0,5027.0,8.0,price
104012,3.0,3108.0,3.0,price
110498,8.0,2904.0,15.0,price
39747,1.0,3299.0,1.0,price
17137,1.0,2799.0,1.0,price
4442,5.0,2780.0,5.0,price
30020,8.0,3587.0,13.0,price
86037,1.0,2599.0,1.0,price
86086,2.0,2610.0,2.0,price
72019,1.0,2599.0,1.0,price
83614,2.0,4398.0,2.0,price
92599,2.0,3005.0,2.0,price
90092,16.0,6541.0,18.0,price
82419,1.0,2599.0,1.0,price
66602,1.0,2999.0,1.0,price
104894,1.0,2595.0,1.0,price
53205,1.0,3599.0,1.0,price
37208,3.0,3377.0,3.0,price
93208,2.0,3139.0,2.0,price
102593,2.0,2606.0,2.0,price
5325,4.0,3322.0,4.0,price
59011,1.0,2799.0,1.0,price
78132,3.0,2686.0,3.0,price
112194,2.0,2679.0,2.0,price
91699,3.0,2686.0,3.0,price
47187,3.0,3028.0,3.0,price
82373,1.0,3349.0,1.0,price
100900,1.0,2595.0,1.0,price
18957,12.0,5295.0,12.0,price
62683,2.0,3439.0,2.0,price
108259,1.0,3299.0,1.0,price
73096,2.0,3119.0,2.0,price
